0.65	0.10795776367187493	4570	149551	0.16192586263020825	6855	224312
0.6	0.06714086914062478	2842	6992	0.08249394734700533	3493	114277
0.55	0.04920539008246516	84	68163	0.043458454810495706	1840	60202
0.5	0.027529500325520928	1166	38136	0.029699087782434463	1258	41142
0.45	0.015927592018950443	675	22064	0.016628240023688012	705	23035
0.4	0.009530680575801753	404	13203	0.009783789631924222	415	13554
0.35	0.005602393859329424	238	7761	0.005689601898193342	241	7882
0.3	0.003350662809766758	143	4641	0.003372516632080047	144	4672
0.25	0.0019952392578125033	85	2764	0.001973533630371116	85	2734
