8 0.5 0.6 10
10	3.422374879989653618e-01	3.476031801379765307e-01	7433
12	3.277460487205070550e-01	3.323389519332607955e-01	8
14	3.151662904546226329e-01	3.191826089634983710e-01	5564
16	3.040586403101357416e-01	3.076228598995611740e-01	4937
18	2.941067510782785499e-01	2.973065106256532752e-01	4433
20	2.850963171712797561e-01	2.880060247950524954e-01	4031
22	2.781837903473760587e-01	2.808927864658202767e-01	3753
24	2.717394179170866120e-01	2.742668986367591821e-01	3501
26	2.657040228168209839e-01	2.680681872530977228e-01	3275
28	2.600249757424015207e-01	2.622491939099786951e-01	3081
30	2.546623610594024312e-01	2.567719926130975772e-01	2923
32	2.505716555759870401e-01	2.525929923980272940e-01	2800
34	2.466549296132989344e-01	2.485981820521288022e-01	2692
36	2.419805589446326621e-01	2.438187571081578131e-01	2546
38	2.383913904459659672e-01	2.401674006844346787e-01	2460
40	2.349342413216828074e-01	2.366417675050169200e-01	2366
42	2.315896860709826810e-01	2.332507151950492519e-01	2301
44	2.283666421664534707e-01	2.299616118707517032e-01	2210
46	2.252448454567864689e-01	2.267894098000182712e-01	2139
48	2.222198782788209481e-01	2.237167652910216908e-01	2074
50	2.192878134113241395e-01	2.207392276485758142e-01	2011
52	2.164450980803631075e-01	2.178518602919002345e-01	1949
