5.988037036056305107e-01 7.607294777575309697e-01
4.705047510548205913e-01 4.931002600828011673e-01
4.443207495744209701e-01 4.609488467454181948e-01
4.238088998903224436e-01 4.369817647314172548e-01
4.069522679170144430e-01 4.178543520174554660e-01
3.926323711624990498e-01 4.019387196292772968e-01
3.801952488595786717e-01 3.883037244403972910e-01
3.691950907603614995e-01 3.763900831629750643e-01
3.593338099183706058e-01 3.657912944489394858e-01
3.504039254573659834e-01 3.562668956825106870e-01
3.422374921377843160e-01 3.476031787617790414e-01
3.347206344719663718e-01 3.396668528015966970e-01
3.277460511235550933e-01 3.323389496606685700e-01
3.212459248319976535e-01 3.255270868799438611e-01
3.151662946103751528e-01 3.191826090305819319e-01
3.094478282217901222e-01 3.132280412903207800e-01
3.040586457680664600e-01 3.076228617290662215e-01
2.989565287969694896e-01 3.023290409987068883e-01
2.941067529434880368e-01 2.973065092562244272e-01
2.894915272617988311e-01 2.925413986246877540e-01
2.850963201738089259e-01 2.880060248561570058e-01
2.808927795478399769e-01 2.836709774780875604e-01
2.781837860208542512e-01 2.808927864689723108e-01
2.742668950967013242e-01 2.768563010251758882e-01
2.717394169248069646e-01 2.742669015475093230e-01
2.692758422613490965e-01 2.717394232213546923e-01
2.657040217926862624e-01 2.680681838373459858e-01
2.633859169944920975e-01 2.657040276823597336e-01
2.600249718092939033e-01 2.622491933779527717e-01
2.578385014103856676e-01 2.600249773503432449e-01
2.546623625163889071e-01 2.567719919496477265e-01
2.525929855241112465e-01 2.546623677719628276e-01
2.505716559108166486e-01 2.525929906794202040e-01
2.485981695233396849e-01 2.505716609464282429e-01
2.466549337658524299e-01 2.485981793561851672e-01
2.438187425052090740e-01 2.457026752642759437e-01
2.419805507594500193e-01 2.438187518918319419e-01
2.401673896955068277e-01 2.419805599182168199e-01
2.383913855596522247e-01 2.401673987295580848e-01
2.366417598622066465e-01 2.383913944085698788e-01
2.349342394963953029e-01 2.366417685796938231e-01
2.332507021223546861e-01 2.349342480040936265e-01
2.315896869536974712e-01 2.332507105105576239e-01
2.299616018223610281e-01 2.315896952296837841e-01
2.283666455800619499e-01 2.299616099342741138e-01
2.267894026988144240e-01 2.283666535269108233e-01
2.252448436130095599e-01 2.267894105574063124e-01
2.237167609558960713e-01 2.252448513087552673e-01
2.222198789613972769e-01 2.237167685695477526e-01
2.207392258441834010e-01 2.222198864195924495e-01
2.192878164006974717e-01 2.207392332215180608e-01
2.178518535705601666e-01 2.192878236323262398e-01
2.164450960096022392e-01 2.178518607252260819e-01
2.150521112855626193e-01 2.164451030187536373e-01
2.136785807929042769e-01 2.150521182260906328e-01
2.123232815475937785e-01 2.136785876365019932e-01
2.109973499678470810e-01 2.123232883003545179e-01
2.096734332050629313e-01 2.109973565742840895e-01
2.083762186494278468e-01 2.096734398014604706e-01
2.071009341234215928e-01 2.083762251127825871e-01
2.058384911011189589e-01 2.071009404775101537e-01
2.045903076844777235e-01 2.058384973912246729e-01
2.033515896022294045e-01 2.045903139035351592e-01
2.021384786711126758e-01 2.033515957741258706e-01
2.009354857865881527e-01 2.021384847154222286e-01
1.997517931971880822e-01 2.009354917804842822e-01
1.985749241885862437e-01 1.997517990949209676e-01
1.974166138646886171e-01 1.985749300523204364e-01
1.962790049797573932e-01 1.974166196359546932e-01
1.951423595723354443e-01 1.962790106478789209e-01
1.940264758930273503e-01 1.951423652356559235e-01
1.929190764809741720e-01 1.940264814529033544e-01
1.918315900555048192e-01 1.929190819985770744e-01
1.907449487991904891e-01 1.918315954738918083e-01
1.896775495183057880e-01 1.907449542133659859e-01
1.886185690152745731e-01 1.896775548366088360e-01
1.875809788188681215e-01 1.886185742916308972e-01
1.865382394152649004e-01 1.875809839886478370e-01
1.850150937550952834e-01 1.860332067714469406e-01
1.840053202725789316e-01 1.850150988278044251e-01
1.830019514445106188e-01 1.840053253037619574e-01
1.820200944513417352e-01 1.830019614430543617e-01
1.810450959886886757e-01 1.820201042355711896e-01
1.800770248819555663e-01 1.810451057045712464e-01
1.791151276910293300e-01 1.800770345288068564e-01
1.781672346028216336e-01 1.791151372763573613e-01
1.772256794918319334e-01 1.781672440485992381e-01
1.762980105934328634e-01 1.772256888744506709e-01
1.753760822316074441e-01 1.762980198376759289e-01
1.744599048981693712e-01 1.753760914186451303e-01
1.735606814133585085e-01 1.744599140278979277e-01
1.726602032498173456e-01 1.735606903741426787e-01
1.717765769285313771e-01 1.726602122231026271e-01
1.708976965273261706e-01 1.717765857338894586e-01
1.700249554814672603e-01 1.708977052853898337e-01
1.691571107206869540e-01 1.700249641783522780e-01
1.682961757376522649e-01 1.691571193687802510e-01
1.674521332041937205e-01 1.682961843168896687e-01
1.666128258417724217e-01 1.674521416150984710e-01
1.657718958709789581e-01 1.666128425692073312e-01
1.649439297454901032e-01 1.657719042509484542e-01
1.641292223697827790e-01 1.649439379961926688e-01
