62 2.030512846824944484e-01 2.042730992334721440e-01 53
63 2.018404218035173558e-01 2.030512907701386982e-01 52
64 2.006403581338468411e-01 2.018404278366256466e-01 52
65 1.994528868190610371e-01 2.006403641131481730e-01 51
66 1.982843425175454810e-01 1.994528927356212233e-01 50
67 1.971288865548929126e-01 1.982843483398022411e-01 50
68 1.959960211681907039e-01 1.971288923119370318e-01 49
69 1.948600004006291742e-01 1.959960268126778316e-01 49
70 1.937454374978005156e-01 1.948600060608373097e-01 48
71 1.926462126894456506e-01 1.937454430510957559e-01 48
72 1.915584180390675073e-01 1.926462181663188833e-01 47
73 1.904840918391735305e-01 1.915584234589900459e-01 46
74 1.894182819027252773e-01 1.904840971919897208e-01 46
75 1.883623757898088835e-01 1.894182872131091599e-01 46
76 1.873130564474506654e-01 1.883623810508471830e-01 45
77 1.862854969225973822e-01 1.873130616756703559e-01 45
78 1.852659446597516302e-01 1.862855020423994368e-01 44
79 1.842533162684041326e-01 1.852659497396572652e-01 43
80 1.832507887484171039e-01 1.842533213138116688e-01 44
81 1.822647499376608971e-01 1.832507987385773862e-01 43
82 1.812882519123591718e-01 1.822647597635617400e-01 42
83 1.803183804844917248e-01 1.812882616431852056e-01 42
84 1.793550810488239167e-01 1.803183901492832475e-01 42
85 1.783995377832485185e-01 1.793550906481253815e-01 41
86 1.774626004502078969e-01 1.783995473052596981e-01 41
87 1.765329641558574525e-01 1.774626097868116092e-01 40
88 1.756093492896688146e-01 1.765329734197050304e-01 40
89 1.746924163540536090e-01 1.756093584935125851e-01 40
90 1.737804997066296764e-01 1.746924254913118091e-01 39
91 1.728892383754149775e-01 1.737805087939003346e-01 39
92 1.719909516181361564e-01 1.728892472568565042e-01 39
93 1.711095473604571926e-01 1.719909605695834620e-01 38
94 1.702352134227610447e-01 1.711095561436723755e-01 38
95 1.693691826732678096e-01 1.702352221355193373e-01 38
96 1.685172187686825862e-01 1.693691913032847607e-01 37
97 1.676585986884949198e-01 1.685172272585236941e-01 37
98 1.663952291479160461e-01 1.672432052887986020e-01 37
99 1.651565157548556817e-01 1.659857666572955859e-01 36
100 1.643329005060695791e-01 1.651565240182774619e-01 36
101 1.635132083122444457e-01 1.643329087134148547e-01 35
