51 0.5 0.6 10
53	2.147098288567851343e-01	2.160976422310585954e-01	60
55	2.119886222171925572e-01	2.133364671900724874e-01	58
57	2.093550554449866152e-01	2.106654770466271920e-01	56
59	2.067772116526513104e-01	2.080612569140755097e-01	55
61	2.042730930260742428e-01	2.055189426218687887e-01	54
63	2.018404218035173558e-01	2.030512907701386982e-01	52
65	1.994528868190610371e-01	2.006403641131481730e-01	51
67	1.971288865548929126e-01	1.982843483398022411e-01	50
69	1.948600004006291742e-01	1.959960268126778316e-01	49
71	1.926462126894456506e-01	1.937454430510957559e-01	48
73	1.904840918391735305e-01	1.915584234589900459e-01	46
75	1.883623757898088835e-01	1.894182872131091599e-01	46
77	1.862854969225973822e-01	1.873130616756703559e-01	45
79	1.842533162684041326e-01	1.852659497396572652e-01	43
81	1.822647499376608971e-01	1.832507987385773862e-01	43
83	1.803183804844917248e-01	1.812882616431852056e-01	42
85	1.783995377832485185e-01	1.793550906481253815e-01	41
87	1.765329641558574525e-01	1.774626097868116092e-01	40
89	1.746924163540536090e-01	1.756093584935125851e-01	40
91	1.728892383754149775e-01	1.737805087939003346e-01	39
93	1.711095473604571926e-01	1.719909605695834620e-01	38
95	1.693691826732678096e-01	1.702352221355193373e-01	38
97	1.676585986884949198e-01	1.685172272585236941e-01	37
99	1.651565157548556817e-01	1.659857666572955859e-01	36
101	1.635132083122444457e-01	1.643329087134148547e-01	35
