1	4.869229651174055151e-01	5.144524025967746050e-01	1166
3	4.335071292107848251e-01	4.482111963854128467e-01	623
5	3.995261427335765614e-01	4.095639527292544435e-01	426
7	3.745410161345256728e-01	3.821562421450913627e-01	323
9	3.547673994714708456e-01	3.609081253522636867e-01	261
11	3.383992582433542617e-01	3.435553434132033734e-01	219
13	3.244417092563724458e-01	3.288766602260142502e-01	189
15	3.122655834173110323e-01	3.161524872229205529e-01	166
17	3.014753052709150949e-01	3.049326386987907256e-01	147
19	2.917726075371669947e-01	2.949013376590113311e-01	133
21	2.829648880337687356e-01	2.858142519957421746e-01	122
23	2.749036077214328522e-01	2.775181935718700199e-01	112
25	2.674769859339900524e-01	2.698843508124102453e-01	3
27	2.616939397044560911e-01	2.639590139751821773e-01	3
29	2.562391422094894566e-01	2.583770784295746914e-01	9
31	2.520891454695405876e-01	2.541427494090266470e-01	88
33	2.481123046019095835e-01	2.500794367137969543e-01	84
35	2.442895709842375362e-01	2.461765360473699982e-01	81
37	2.406114959129662112e-01	2.424309519995984097e-01	78
39	2.370766538977655546e-01	2.388293527047901099e-01	76
41	2.336607816837333873e-01	2.353596194834824684e-01	73
43	2.295649134642616107e-01	2.311866728077770494e-01	70
45	2.264016324826321203e-01	2.279738512322382893e-01	67
47	2.233390327062136915e-01	2.248612724992258560e-01	65
49	2.203815512927037035e-01	2.218448478446152228e-01	63
51	2.175026273601887716e-01	2.189308896673708427e-01	62
53	2.147098288567851343e-01	2.160976422310585954e-01	60
