0.65	0.10795776367187493	6855	224312	0.16192586263020825	4571	149551
0.6	0.06714086914062478	3493	114277	0.08249394734700533	2843	6991
0.55	0.04920539008246516	1840	60202	0.043458454810495706	83	68163
0.5	0.027529500325520928	1258	41142	0.029699087782434463	1166	38136
0.45	0.015927592018950443	705	23035	0.016628240023688012	675	22064
0.4	0.009530680575801753	415	13554	0.009783789631924222	404	13202
0.35	0.005602393859329424	241	7882	0.005689601898193342	238	7761
0.3	0.003350662809766758	144	4672	0.003372516632080047	142	4642
0.25	0.0019952392578125033	85	2734	0.001973533630371116	86	2764
