50 0.5 0.6 10
52	2.160976352307036330e-01	2.175026344764510733e-01	1947
54	2.133364603472819865e-01	2.147098357715121753e-01	1903
56	2.106654704540407430e-01	2.119886289327785611e-01	1833
58	2.080612504677092078e-01	2.093550619741121055e-01	1793
60	2.055189363525283808e-01	2.067772180503577029e-01	1743
62	2.030512846824944484e-01	2.042730992334721440e-01	1692
64	2.006403581338468411e-01	2.018404278366256466e-01	1662
66	1.982843425175454810e-01	1.994528927356212233e-01	1619
68	1.959960211681907039e-01	1.971288923119370318e-01	1569
70	1.937454374978005156e-01	1.948600060608373097e-01	1544
72	1.915584180390675073e-01	1.926462181663188833e-01	1507
74	1.894182819027252773e-01	1.904840971919897208e-01	1476
76	1.873130564474506654e-01	1.883623810508471830e-01	1454
78	1.852659446597516302e-01	1.862855020423994368e-01	1413
80	1.832507887484171039e-01	1.842533213138116688e-01	1388
82	1.812882519123591718e-01	1.822647597635617400e-01	1353
84	1.793550810488239167e-01	1.803183901492832475e-01	1334
86	1.774626004502078969e-01	1.783995473052596981e-01	1298
88	1.756093492896688146e-01	1.765329734197050304e-01	1280
90	1.737804997066296764e-01	1.746924254913118091e-01	1263
92	1.719909516181361564e-01	1.728892472568565042e-01	1244
94	1.702352134227610447e-01	1.711095561436723755e-01	1212
96	1.685172187686825862e-01	1.693691913032847607e-01	1181
98	1.663952291479160461e-01	1.672432052887986020e-01	1174
100	1.643329005060695791e-01	1.651565240182774619e-01	1141
